Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,Test size,Train size,_n_gpu,_name_or_path,activation,adafactor,adam_beta1,adam_beta2,adam_epsilon,add_cross_attention,architectures,attention_dropout,auto_find_batch_size,bad_words_ids,bf16,bf16_full_eval,bos_token_id,chunk_size_feed_forward,cross_attention_hidden_size,data_seed,dataloader_drop_last,dataloader_num_workers,dataloader_pin_memory,ddp_bucket_cap_mb,ddp_find_unused_parameters,debug,decoder_start_token_id,deepspeed,dim,disable_tqdm,diversity_penalty,do_eval,do_predict,do_sample,do_train,dropout,early_stopping,encoder_no_repeat_ngram_size,eos_token_id,eval_accumulation_steps,eval_delay,eval_steps,evaluation_strategy,exponential_decay_length_penalty,finetuning_task,forced_bos_token_id,forced_eos_token_id,fp16,fp16_backend,fp16_full_eval,fp16_opt_level,fsdp,fsdp_min_num_params,fsdp_transformer_layer_cls_to_wrap,full_determinism,gradient_accumulation_steps,gradient_checkpointing,greater_is_better,group_by_length,half_precision_backend,hidden_dim,hub_model_id,hub_private_repo,hub_strategy,hub_token,id2label,ignore_data_skip,include_inputs_for_metrics,initializer_range,is_decoder,is_encoder_decoder,jit_mode_eval,label2id,label_names,label_smoothing_factor,learning_rate,length_column_name,length_penalty,load_best_model_at_end,local_rank,log_level,log_level_replica,log_on_each_node,logging_dir,logging_first_step,logging_nan_inf_filter,logging_steps,logging_strategy,lr_scheduler_type,max_grad_norm,max_length,max_position_embeddings,max_steps,metric_for_best_model,min_length,model_type,mp_parameters,n_heads,n_layers,no_cuda,no_repeat_ngram_size,num_beam_groups,num_beams,num_return_sequences,num_train_epochs,optim,output_attentions,output_dir,output_hidden_states,output_scores,overwrite_output_dir,pad_token_id,past_index,per_device_eval_batch_size,per_device_train_batch_size,per_gpu_eval_batch_size,per_gpu_train_batch_size,prediction_loss_only,prefix,problem_type,pruned_heads,push_to_hub,push_to_hub_model_id,push_to_hub_organization,push_to_hub_token,qa_dropout,ray_scope,remove_invalid_values,remove_unused_columns,repetition_penalty,report_to,resume_from_checkpoint,return_dict,return_dict_in_generate,run_name,save_on_each_node,save_steps,save_strategy,save_total_limit,seed,sep_token_id,seq_classif_dropout,sharded_ddp,sinusoidal_pos_embds,skip_memory_metrics,task_specific_params,temperature,tf32,tf_legacy_loss,tie_encoder_decoder,tie_weights_,tie_word_embeddings,tokenizer_class,top_k,top_p,torch_dtype,torchdynamo,torchscript,tpu_metrics_debug,tpu_num_cores,transformers_version,typical_p,use_bfloat16,use_ipex,use_legacy_prediction_loop,vocab_size,warmup_ratio,warmup_steps,weight_decay,xpu_backend,epoch,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,learning_rate,loss,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
2022-12-29 17:49:29,28.3min,5f0b076be2f74752b250fd75893342be,glamorous-whale-500,JOB,jobs/685980633853472/run/1355678,adz2costas@es.nestle.com,FINISHED,50000,450000,1,distilbert-base-uncased,gelu,False,0.9,0.999,1e-08,False,['DistilBertForMaskedLM'],0.1,False,None,False,False,None,0,None,None,False,0,True,None,None,[],None,None,768,False,0.0,True,False,False,False,0.1,False,0,None,None,0,500,steps,None,None,None,None,False,auto,False,O1,[],0,None,False,1,False,False,False,auto,3072,None,False,every_save,<HUB_TOKEN>,"{0: 'O', 1: 'B-cpe_product', 2: 'B-cpe_vendor', 3: 'B-cpe_version', 4: 'I-cpe_product', 5: 'I-cpe_vendor'}",False,False,0.02,False,False,False,"{'O': 0, 'B-cpe_product': 1, 'B-cpe_vendor': 2, 'B-cpe_version': 3, 'I-cpe_product': 4, 'I-cpe_vendor': 5}",None,0.0,2e-05,length,1.0,True,-1,-1,-1,True,./mvp_job0/runs/Dec29_16-49-24_1229-164256-kkryd2mc-10-139-64-5,False,True,500,steps,linear,1.0,20,512,-1,loss,0,distilbert,,12,6,False,0,1,1,1,100,adamw_hf,False,./mvp_job0,False,False,False,0,-1,64,64,None,None,False,None,None,{},False,None,None,<PUSH_TO_HUB_TOKEN>,0.1,last,False,True,1.0,"['mlflow', 'tensorboard']",None,True,False,./mvp_job0,False,500,steps,None,42,None,0.2,[],False,True,None,1.0,None,False,False,True,True,None,50,1.0,None,None,False,False,None,4.21.2,1.0,False,False,False,30522,0.0,0,0.05,None,2.35,0.002165517769753933,13.1302,3808.004,59.557,0.00001953071672354949,0.0015,7479504071643456,0.008334078991051876,1670.7313,26934.314,420.894
2023-01-02 18:19:25,60.0min,7d2a6a742a9741559b14d93e76172c35,caring-turtle-130,JOB,jobs/685980633853472/run/1392328,adz2costas@es.nestle.com,FINISHED,110000,440000,1,distilbert-base-uncased,gelu,False,0.9,0.999,1e-08,False,['DistilBertForMaskedLM'],0.1,False,None,False,False,None,0,None,None,False,0,True,None,None,[],None,None,768,False,0.0,True,False,False,False,0.1,False,0,None,None,0,500,steps,None,None,None,None,False,auto,False,O1,[],0,None,False,1,False,False,False,auto,3072,None,False,every_save,<HUB_TOKEN>,"{0: 'O', 1: 'B-cpe_product', 2: 'B-cpe_vendor', 3: 'B-cpe_version', 4: 'I-cpe_product', 5: 'I-cpe_vendor'}",False,False,0.02,False,False,False,"{'O': 0, 'B-cpe_product': 1, 'B-cpe_vendor': 2, 'B-cpe_version': 3, 'I-cpe_product': 4, 'I-cpe_vendor': 5}",None,0.0,2e-05,length,1.0,True,-1,-1,-1,True,./mvp_job500kry/runs/Jan02_17-19-20_0102-171539-2q0k536e-10-139-64-6,False,True,500,steps,linear,1.0,20,512,-1,loss,0,distilbert,,12,6,False,0,1,1,1,10,adamw_hf,False,./mvp_job500kry,False,False,False,0,-1,64,64,None,None,False,None,None,{},False,None,None,<PUSH_TO_HUB_TOKEN>,0.1,last,False,True,1.0,"['mlflow', 'tensorboard']",None,True,False,./mvp_job500kry,False,500,steps,None,42,None,0.2,[],False,True,None,1.0,None,False,False,True,True,None,50,1.0,None,None,False,False,None,4.21.2,1.0,False,False,False,30522,0.0,0,0.01,None,3.78,0.0037670820020139217,29.3115,3752.799,58.646,0.000012436363636363638,0.0009,11792474753741568,0.005808727921201633,3571.7779,1231.88,19.248
2022-12-30 13:42:36,45.6min,22329cc494204df1ad120548c75b931a,polite-chimp-677,JOB,jobs/685980633853472/run/1360086,adz2costas@es.nestle.com,FINISHED,75000,425000,1,distilbert-base-uncased,gelu,False,0.9,0.999,1e-08,False,['DistilBertForMaskedLM'],0.1,False,None,False,False,None,0,None,None,False,0,True,None,None,[],None,None,768,False,0.0,True,False,False,False,0.1,False,0,None,None,0,500,steps,None,None,None,None,False,auto,False,O1,[],0,None,False,1,False,False,False,auto,3072,None,False,every_save,<HUB_TOKEN>,"{0: 'O', 1: 'B-cpe_product', 2: 'B-cpe_vendor', 3: 'B-cpe_version', 4: 'I-cpe_product', 5: 'I-cpe_vendor'}",False,False,0.02,False,False,False,"{'O': 0, 'B-cpe_product': 1, 'B-cpe_vendor': 2, 'B-cpe_version': 3, 'I-cpe_product': 4, 'I-cpe_vendor': 5}",None,0.0,2e-05,length,1.0,True,-1,-1,-1,True,./mvp_job1/runs/Dec30_12-42-32_1230-123555-mlt5kiqc-10-139-64-4,False,True,500,steps,linear,1.0,20,512,-1,loss,0,distilbert,,12,6,False,0,1,1,1,100,adamw_hf,False,./mvp_job1,False,False,False,0,-1,64,64,None,None,False,None,None,{},False,None,None,<PUSH_TO_HUB_TOKEN>,0.1,last,False,True,1.0,"['mlflow', 'tensorboard']",None,True,False,./mvp_job1,False,500,steps,None,42,None,0.2,[],False,True,None,1.0,None,False,False,True,True,None,50,1.0,None,None,False,False,None,4.21.2,1.0,False,False,False,30522,0.0,0,0.05,None,3.54,0.002999058458954096,19.4233,3861.35,60.34,0.00001929227525975004,0.0013,10654048708755264,0.0063118768828980465,2712.317,15669.26,244.846
2023-01-02 17:33:35,37.6min,fcb50338efc14c63a822d5ba65519273,capable-fox-859,JOB,jobs/685980633853472/run/1391137,adz2costas@es.nestle.com,FINISHED,100000,400000,1,distilbert-base-uncased,gelu,False,0.9,0.999,1e-08,False,['DistilBertForMaskedLM'],0.1,False,None,False,False,None,0,None,None,False,0,True,None,None,[],None,None,768,False,0.0,True,False,False,False,0.1,False,0,None,None,0,500,steps,None,None,None,None,False,auto,False,O1,[],0,None,False,1,False,False,False,auto,3072,None,False,every_save,<HUB_TOKEN>,"{0: 'O', 1: 'B-cpe_product', 2: 'B-cpe_vendor', 3: 'B-cpe_version', 4: 'I-cpe_product', 5: 'I-cpe_vendor'}",False,False,0.02,False,False,False,"{'O': 0, 'B-cpe_product': 1, 'B-cpe_vendor': 2, 'B-cpe_version': 3, 'I-cpe_product': 4, 'I-cpe_vendor': 5}",None,0.0,2e-05,length,1.0,True,-1,-1,-1,True,./mvp_job500jyr/runs/Jan02_16-33-30_0102-162953-brxrb2wf-10-139-64-6,False,True,500,steps,linear,1.0,20,512,-1,loss,0,distilbert,,12,6,False,0,1,1,1,200,adamw_hf,False,./mvp_job500jyr,False,False,False,0,-1,64,64,None,None,False,None,None,{},False,None,None,<PUSH_TO_HUB_TOKEN>,0.1,last,False,True,1.0,"['mlflow', 'tensorboard']",None,True,False,./mvp_job500jyr,False,500,steps,None,42,None,0.2,[],False,True,None,1.0,None,False,False,True,True,None,50,1.0,None,None,False,False,None,4.21.2,1.0,False,False,False,30522,0.0,0,0.01,None,2.72,0.003370674094185233,26.7799,3734.139,58.365,0.000019728,0.0014,7714790574458112,0.008220770022448372,2227.5423,35914.021,561.157
2023-01-02 16:53:14,34.7min,5617893e9ce345aaba448acb2f45ae7f,funny-trout-758,JOB,jobs/685980633853472/run/1384990,adz2costas@es.nestle.com,FINISHED,100000,400000,1,distilbert-base-uncased,gelu,False,0.9,0.999,1e-08,False,['DistilBertForMaskedLM'],0.1,False,None,False,False,None,0,None,None,False,0,True,None,None,[],None,None,768,False,0.0,True,False,False,False,0.1,False,0,None,None,0,500,steps,None,None,None,None,False,auto,False,O1,[],0,None,False,1,False,False,False,auto,3072,None,False,every_save,<HUB_TOKEN>,"{0: 'O', 1: 'B-cpe_product', 2: 'B-cpe_vendor', 3: 'B-cpe_version', 4: 'I-cpe_product', 5: 'I-cpe_vendor'}",False,False,0.02,False,False,False,"{'O': 0, 'B-cpe_product': 1, 'B-cpe_vendor': 2, 'B-cpe_version': 3, 'I-cpe_product': 4, 'I-cpe_vendor': 5}",None,0.0,2e-05,length,1.0,True,-1,-1,-1,True,./mvp_job500k/runs/Jan02_15-53-09_0102-154947-ql680nsl-10-139-64-4,False,True,500,steps,linear,1.0,20,512,-1,loss,0,distilbert,,12,6,False,0,1,1,1,200,adamw_hf,False,./mvp_job500k,False,False,False,0,-1,32,32,None,None,False,None,None,{},False,None,None,<PUSH_TO_HUB_TOKEN>,0.1,last,False,True,1.0,"['mlflow', 'tensorboard']",None,True,False,./mvp_job500k,False,500,steps,None,42,None,0.2,[],False,True,None,1.0,None,False,False,True,True,None,50,1.0,None,None,False,False,None,4.21.2,1.0,False,False,False,30522,0.0,0,0.01,None,1.28,0.004557005129754543,37.9081,2637.957,82.436,0.000019872000000000002,0.0038,3345549248775168,0.012077900439500808,2051.7153,38991.765,1218.493
2023-01-02 16:14:24,31.3min,a6809d9f163040ceaec2bd5cc86208fb,serious-ape-95,JOB,jobs/685980633853472/run/1381757,adz2costas@es.nestle.com,FINISHED,100000,400000,1,distilbert-base-uncased,gelu,False,0.9,0.999,1e-08,False,['DistilBertForMaskedLM'],0.1,False,None,False,False,None,0,None,None,False,0,True,None,None,[],None,None,768,False,0.0,True,False,False,False,0.1,False,0,None,None,0,500,steps,None,None,None,None,False,auto,False,O1,[],0,None,False,1,False,False,False,auto,3072,None,False,every_save,<HUB_TOKEN>,"{0: 'O', 1: 'B-cpe_product', 2: 'B-cpe_vendor', 3: 'B-cpe_version', 4: 'I-cpe_product', 5: 'I-cpe_vendor'}",False,False,0.02,False,False,False,"{'O': 0, 'B-cpe_product': 1, 'B-cpe_vendor': 2, 'B-cpe_version': 3, 'I-cpe_product': 4, 'I-cpe_vendor': 5}",None,0.0,2e-05,length,1.0,True,-1,-1,-1,True,./mvp_job500k/runs/Jan02_15-14-20_0102-150714-p25rmvt-10-139-64-4,False,True,500,steps,linear,1.0,20,512,-1,loss,0,distilbert,,12,6,False,0,1,1,1,200,adamw_hf,False,./mvp_job500k,False,False,False,0,-1,32,32,None,None,False,None,None,{},False,None,None,<PUSH_TO_HUB_TOKEN>,0.1,last,False,True,1.0,"['mlflow', 'tensorboard']",None,True,False,./mvp_job500k,False,500,steps,None,42,None,0.2,[],False,True,None,1.0,None,False,False,True,True,None,50,1.0,None,None,False,False,None,4.21.2,1.0,False,False,False,30522,0.0,0,0.01,None,1.16,0.004525034688413143,38.0856,2625.661,82.052,0.000019884,0.0036,3030897496750848,0.012618993800261925,1855.0562,43125.378,1347.668
2023-01-03 15:12:23,6.4min,c01ac39139fe48f18a7d0652f7b29ab1,gaudy-deer-530,JOB,jobs/685980633853472/run/1426129,adz2costas@es.nestle.com,FINISHED,10000,40000,1,distilbert-base-uncased,gelu,False,0.9,0.999,1e-08,False,['DistilBertForMaskedLM'],0.1,False,None,False,False,None,0,None,None,False,0,True,None,None,[],None,None,768,False,0.0,True,False,False,False,0.1,False,0,None,None,0,500,steps,None,None,None,None,False,auto,False,O1,[],0,None,False,1,False,False,False,auto,3072,None,False,every_save,<HUB_TOKEN>,"{0: 'O', 1: 'B-cpe_version'}",False,False,0.02,False,False,False,"{'O': 0, 'B-cpe_version': 1}",None,0.0,2e-05,length,1.0,True,-1,-1,-1,True,./mvp_version50k/runs/Jan03_14-12-18_0103-140950-utnamhmo-10-139-64-10,False,True,500,steps,linear,1.0,20,512,-1,loss,0,distilbert,,12,6,False,0,1,1,1,100,adamw_hf,False,./mvp_version50k,False,False,False,0,-1,64,64,None,None,False,None,None,{},False,None,None,<PUSH_TO_HUB_TOKEN>,0.1,last,False,True,1.0,"['mlflow', 'tensorboard']",None,True,False,./mvp_version50k,False,500,steps,None,42,None,0.2,[],False,True,None,1.0,None,False,False,True,True,None,50,1.0,None,None,False,False,None,4.21.2,1.0,False,False,False,30522,0.0,0,0.05,None,7.2,0.0007932010921649635,2.5812,3874.188,60.825,0.000018560000000000002,0.0001,2008562770066944,0.0014834500286314222,355.3195,11257.473,175.898
2023-01-02 13:30:14,5.8min,3ac023310f2945e99ea26e4b88ed8575,legendary-vole-389,JOB,jobs/685980633853472/run/1376346,adz2costas@es.nestle.com,FINISHED,10000,40000,1,distilbert-base-uncased,gelu,False,0.9,0.999,1e-08,False,['DistilBertForMaskedLM'],0.1,False,None,False,False,None,0,None,None,False,0,True,None,None,[],None,None,768,False,0.0,True,False,False,False,0.1,False,0,None,None,0,500,steps,None,None,None,None,False,auto,False,O1,[],0,None,False,1,False,False,False,auto,3072,None,False,every_save,<HUB_TOKEN>,"{0: 'O', 1: 'B-cpe_product', 2: 'B-cpe_vendor', 3: 'B-cpe_version', 4: 'I-cpe_product', 5: 'I-cpe_vendor'}",False,False,0.02,False,False,False,"{'O': 0, 'B-cpe_product': 1, 'B-cpe_vendor': 2, 'B-cpe_version': 3, 'I-cpe_product': 4, 'I-cpe_vendor': 5}",None,0.0,2e-05,length,1.0,True,-1,-1,-1,True,./mvp_job414/runs/Jan02_12-30-10_0102-122724-gkdws785-10-139-64-4,False,True,500,steps,linear,1.0,20,512,-1,loss,0,distilbert,,12,6,False,0,1,1,1,200,adamw_hf,False,./mvp_job414,False,False,False,0,-1,32,32,None,None,False,None,None,{},False,None,None,<PUSH_TO_HUB_TOKEN>,0.1,last,False,True,1.0,"['mlflow', 'tensorboard']",None,True,False,./mvp_job414,False,500,steps,None,42,None,0.2,[],False,True,None,1.0,None,False,False,True,True,None,50,1.0,None,None,False,False,None,4.21.2,1.0,False,False,False,30522,0.0,0,0.05,None,4.4,0.013771984726190567,3.7332,2678.643,83.842,0.000019560000000000002,0.0032,1149609942582912,0.021301284009760075,317.5859,25190.038,787.189
2022-12-30 17:35:12,1.0h,6f6c5560bfb04cd8a2124c68eec36585,bemused-hawk-9,JOB,jobs/685980633853472/run/1362255,adz2costas@es.nestle.com,FINISHED,125000,375000,1,distilbert-base-uncased,gelu,False,0.9,0.999,1e-08,False,['DistilBertForMaskedLM'],0.1,False,None,False,False,None,0,None,None,False,0,True,None,None,[],None,None,768,False,0.0,True,False,False,False,0.1,False,0,None,None,0,500,steps,None,None,None,None,False,auto,False,O1,[],0,None,False,1,False,False,False,auto,3072,None,False,every_save,<HUB_TOKEN>,"{0: 'O', 1: 'B-cpe_product', 2: 'B-cpe_vendor', 3: 'B-cpe_version', 4: 'I-cpe_product', 5: 'I-cpe_vendor'}",False,False,0.02,False,False,False,"{'O': 0, 'B-cpe_product': 1, 'B-cpe_vendor': 2, 'B-cpe_version': 3, 'I-cpe_product': 4, 'I-cpe_vendor': 5}",None,0.0,2e-05,length,1.0,True,-1,-1,-1,True,./mvp_job4/runs/Dec30_16-35-08_1230-162802-hqr687y6-10-139-64-5,False,True,500,steps,linear,1.0,20,512,-1,loss,0,distilbert,,12,6,False,0,1,1,1,100,adamw_hf,False,./mvp_job4,False,False,False,0,-1,32,32,None,None,False,None,None,{},False,None,None,<PUSH_TO_HUB_TOKEN>,0.1,last,False,True,1.0,"['mlflow', 'tensorboard']",None,True,False,./mvp_job4,False,500,steps,None,42,None,0.2,[],False,True,None,1.0,None,False,False,True,True,None,50,1.0,None,None,False,False,None,4.21.2,1.0,False,False,False,30522,0.0,0,0.025,None,2.22,0.004087201785296202,46.5852,2683.255,83.868,0.000019556276132775835,0.0015,5431874925547584,0.008380075007677078,3718.0834,10085.842,315.189
2022-12-30 16:47:03,30.0min,9f8323df7a91456790f5ee83148a28eb,carefree-kite-255,JOB,jobs/685980633853472/run/1361841,adz2costas@es.nestle.com,FINISHED,60000,240000,1,distilbert-base-uncased,gelu,False,0.9,0.999,1e-08,False,['DistilBertForMaskedLM'],0.1,False,None,False,False,None,0,None,None,False,0,True,None,None,[],None,None,768,False,0.0,True,False,False,False,0.1,False,0,None,None,0,500,steps,None,None,None,None,False,auto,False,O1,[],0,None,False,1,False,False,False,auto,3072,None,False,every_save,<HUB_TOKEN>,"{0: 'O', 1: 'B-cpe_product', 2: 'B-cpe_vendor', 3: 'B-cpe_version', 4: 'I-cpe_product', 5: 'I-cpe_vendor'}",False,False,0.02,False,False,False,"{'O': 0, 'B-cpe_product': 1, 'B-cpe_vendor': 2, 'B-cpe_version': 3, 'I-cpe_product': 4, 'I-cpe_vendor': 5}",None,0.0,2e-05,length,1.0,True,-1,-1,-1,True,./mvp_job3/runs/Dec30_15-46-58_1230-154059-o7uyztsk-10-139-64-5,False,True,500,steps,linear,1.0,20,512,-1,loss,0,distilbert,,12,6,False,0,1,1,1,100,adamw_hf,False,./mvp_job3,False,False,False,0,-1,64,64,None,None,False,None,None,{},False,None,None,<PUSH_TO_HUB_TOKEN>,0.1,last,False,True,1.0,"['mlflow', 'tensorboard']",None,True,False,./mvp_job3,False,500,steps,None,42,None,0.2,[],False,True,None,1.0,None,False,False,True,True,None,50,1.0,None,None,False,False,None,4.21.2,1.0,False,False,False,30522,0.0,0,0.025,None,4.27,0.0030661378987133503,15.9763,3755.571,58.712,0.000019146666666666667,0.0014,7275927736311552,0.008318557929247617,1774.6289,13523.955,211.312
